ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
171162,0,0,0,0,0,0,0,0,0,0
171163,0,0,18,0,0,0,0,0,0,0
171164,5,4,15,20,0,21,10,10,14,0
171165,0,0,0,0,0,0,0,0,0,0
171166,0,0,0,0,0,0,0,0,0,0
171167,0,0,0,0,0,7,0,0,0,0
171168,8,7,9,26,9,0,12,11,4,0
171169,5,16,13,0,12,21,31,11,37,22
171170,0,0,11,27,0,33,10,24,0,0
171171,0,0,0,0,0,0,0,0,0,0
171173,0,22,0,6,0,18,8,10,7,35
171174,15,0,17,29,22,0,0,0,0,44
171175,11,16,36,0,20,16,22,0,0,16
171176,9,6,23,0,28,34,12,0,0,31
171177,31,27,3,16,24,19,18,0,26,0
171178,0,0,0,0,0,0,0,0,0,0
171179,0,18,0,5,15,14,0,25,0,0
180001,0,12,0,8,10,21,13,15,0,35
180002,0,26,0,9,17,0,0,0,16,14
180003,0,0,0,0,0,0,0,0,0,0
180004,0,10,0,0,0,0,0,0,0,0
180005,14,0,0,0,17,0,30,0,0,0
180006,0,0,0,0,0,0,0,0,0,0
180007,0,0,4,12,0,0,0,0,0,0
180008,0,0,0,10,9,0,0,0,8,0
180009,0,0,0,0,0,0,0,0,0,0
180010,11,11,11,11,11,11,11,11,11,11
180011,0,0,0,0,0,0,0,0,0,0
180012,0,0,0,0,0,0,8,0,0,0
180013,0,0,0,0,0,0,0,0,0,0
180014,0,0,20,13,0,12,0,0,0,0
180015,27,27,27,27,27,27,27,27,27,27
180016,0,0,0,0,0,0,0,0,0,0
180017,0,0,0,0,0,0,9,0,0,0
180018,0,0,0,0,0,0,0,0,0,0
180019,39,0,0,0,0,0,0,0,0,0
180020,0,18,0,0,0,0,0,0,18,4
180021,0,0,0,0,0,0,0,0,0,0
180022,0,0,0,0,0,0,0,0,0,0
180023,0,11,11,15,0,28,0,8,16,0
180024,0,0,0,0,0,0,0,0,0,0
180025,0,0,0,18,13,0,0,0,0,14
180026,10,0,22,0,0,0,21,0,23,5
180027,0,22,20,0,24,13,0,19,0,0
180028,11,0,0,0,0,14,0,13,0,0
180029,0,0,0,0,0,8,0,0,0,0
180030,37,26,26,26,26,26,26,26,26,26
180031,0,5,0,0,0,0,29,0,0,0
180032,14,20,0,19,10,14,19,0,0,0
180033,0,0,0,0,0,0,0,0,0,0
180034,24,26,0,0,10,0,19,0,0,0
180035,0,0,0,0,0,0,0,0,0,0
180036,10,29,31,0,32,17,17,30,9,27
180037,0,0,0,0,0,0,0,0,0,0
180038,13,13,13,13,13,13,13,13,13,13
180039,0,0,0,0,0,21,16,0,0,0
180040,23,0,0,20,0,18,0,25,0,0
180041,0,0,0,0,0,0,0,0,0,0
180042,0,0,0,0,0,0,0,0,0,0
180043,0,0,23,0,0,0,0,14,15,0
180044,0,0,0,16,0,0,0,0,0,0
180045,17,17,17,17,17,17,17,17,17,17
180046,0,0,0,0,0,0,0,0,0,0
180047,22,21,0,9,0,9,29,5,19,0
180048,0,0,27,0,0,0,0,0,0,0
180049,24,6,24,19,12,33,16,0,13,12
180050,2,2,2,2,2,2,2,2,2,2
180051,0,0,0,0,0,0,4,15,0,0
180052,6,21,0,0,0,0,7,0,0,3
180053,0,0,0,0,0,0,0,0,0,0
180054,0,0,0,0,0,0,0,0,0,5
180055,0,0,0,0,0,0,0,0,14,0
180056,29,29,29,29,29,29,29,29,29,29
180057,0,0,0,0,22,0,0,0,0,0
180058,0,11,0,0,0,19,25,10,0,0
180059,1,1,1,1,1,1,1,1,1,1
180060,0,0,0,14,0,0,0,0,0,0
180061,0,12,0,0,0,10,0,24,0,0
180062,0,0,0,0,0,0,0,0,0,0
180063,2,2,2,2,2,2,2,2,2,2
180064,45,0,34,34,0,0,0,0,37,0
180065,0,9,0,0,0,0,0,0,0,0
180066,0,0,9,0,0,25,20,0,37,0
180067,7,0,0,0,11,0,0,0,0,0
180068,29,15,0,0,16,0,21,19,0,0
180069,0,9,0,0,14,16,0,0,5,27
180070,9,0,8,30,12,0,0,13,0,0
180071,7,3,18,25,16,16,8,22,14,18
180072,18,0,0,0,0,0,29,5,0,0
180073,0,0,9,0,11,0,0,0,0,0
180074,0,0,0,0,0,0,0,0,0,0
180076,0,0,0,0,21,0,0,0,0,0
180077,20,20,20,20,20,20,20,20,20,20
180078,18,25,0,23,14,37,22,22,22,14
180079,0,14,0,0,0,0,0,22,0,0
180080,0,0,0,0,0,7,0,0,0,0
180081,0,0,13,29,13,17,0,0,6,0
180083,28,0,0,0,0,0,7,18,0,0
180084,0,0,0,0,0,0,0,0,0,0
180085,0,0,0,0,0,0,0,0,0,0
180086,0,0,0,0,0,0,0,0,0,0
180087,10,0,10,0,5,0,0,0,22,9
180088,0,0,31,0,14,0,0,0,0,0
180089,0,0,0,0,0,0,0,0,0,0
180090,0,0,0,0,0,0,0,0,0,0
180091,11,11,11,11,11,11,11,11,11,11
180092,0,0,0,0,0,0,0,0,0,0
180093,0,0,32,0,0,0,23,0,0,0
180094,5,14,22,20,5,21,6,12,0,20
180095,0,0,0,0,0,21,13,17,0,0
180096,0,0,0,0,0,0,0,0,0,0
180097,0,16,0,0,0,0,0,0,0,0
180099,0,0,8,0,0,0,0,0,0,0
180100,0,55,0,0,45,25,0,16,0,39
180101,33,33,33,33,33,33,33,33,33,33
180102,20,20,20,20,20,20,20,20,20,20
180103,12,12,12,12,12,12,12,12,12,12
180104,6,0,0,26,11,0,0,14,0,0
180105,0,0,0,0,0,0,38,0,0,0
180106,0,0,20,19,30,0,21,9,0,0
180107,19,0,0,0,0,0,0,0,0,0
180108,0,12,15,0,22,23,13,12,23,0
180110,29,0,0,0,0,0,0,0,0,0
180111,0,0,0,0,36,0,22,0,0,0
180112,27,0,0,0,0,0,0,0,0,0
180113,11,11,11,11,11,11,11,11,11,11
180114,0,0,40,0,0,25,0,7,15,0
180115,0,8,0,19,26,30,0,8,25,0
180116,16,16,16,16,16,16,16,16,16,16
180117,0,0,10,0,0,24,0,26,15,0
180118,37,37,37,37,37,37,37,37,37,37
180119,0,0,0,0,29,0,0,0,0,0
180120,0,0,9,0,0,0,0,0,0,0
180121,0,0,17,0,0,0,0,0,0,0
180122,0,0,23,0,0,35,0,0,7,8
180123,0,0,0,0,0,0,0,0,0,0
180124,0,0,0,0,0,0,18,0,0,0
180125,14,14,14,14,14,14,14,14,14,14
180126,0,0,2,0,0,0,18,32,0,0
180127,0,0,0,0,0,0,0,0,0,0
180128,26,20,24,20,15,29,19,35,0,22
180129,0,0,0,0,0,0,0,0,30,20
180130,17,17,17,17,17,17,17,17,17,17
180131,32,0,0,0,0,0,0,7,23,27
180132,0,0,27,17,0,0,0,14,22,0
180133,0,0,23,11,18,23,24,0,0,0
180134,28,2,0,28,20,10,9,0,11,0
180135,0,0,0,0,14,0,0,0,0,0
180136,21,21,21,21,21,21,21,21,21,21
180137,0,0,0,0,0,0,8,0,11,15
180138,9,0,0,22,0,0,0,10,16,12
180139,0,3,0,0,0,0,13,42,0,27
180140,0,0,0,0,0,0,0,0,0,0
180141,0,0,0,0,0,0,0,0,0,0
180142,0,0,0,0,0,22,0,23,19,0
180143,17,16,13,11,23,5,11,18,18,7
180144,35,7,10,45,0,0,0,17,0,0
180145,2,2,2,2,2,2,2,2,2,2
180146,22,0,31,0,27,21,0,0,0,22
180147,27,27,27,27,27,27,27,27,27,27
180148,0,0,0,5,20,0,0,0,0,0
180149,0,0,0,0,34,0,0,0,0,0
180150,0,0,0,0,0,0,0,0,0,0
180151,8,0,30,0,0,0,0,5,0,0
180152,0,0,0,0,0,0,0,0,0,0
180153,8,0,0,0,0,0,0,0,0,0
180154,17,14,14,14,14,14,27,33,14,14
180155,22,22,22,22,22,22,22,22,22,22
180156,24,0,0,0,0,0,0,0,0,0
180157,0,0,0,31,18,21,0,0,0,20
180158,0,0,0,0,0,0,0,0,0,0
180159,0,0,0,0,0,0,0,0,0,0
180160,0,0,0,0,0,0,0,0,0,0
180161,0,0,30,23,0,34,14,0,0,0
180162,2,0,6,9,0,15,32,8,0,11
180163,0,0,0,0,0,0,0,18,0,0
180164,10,0,22,0,0,0,0,0,0,0
180165,0,0,0,0,0,0,0,0,0,0
180166,14,14,16,14,14,14,14,19,14,14
180167,0,0,0,0,0,0,0,0,0,0
180168,0,16,0,0,0,0,0,0,11,0
180169,0,0,0,0,0,0,0,10,0,16
180170,11,0,20,4,20,20,0,0,11,15
180171,0,19,0,0,0,15,0,0,0,0
180172,26,26,26,26,26,26,26,26,26,26
180173,12,22,34,15,19,13,0,9,18,13
180174,0,0,0,20,0,21,0,0,0,0
180175,0,0,0,0,0,25,0,0,0,0
180176,14,0,0,7,0,0,0,30,0,15
180177,34,34,34,34,34,34,34,34,34,34
180178,0,8,0,0,0,0,0,0,0,0
180179,0,0,0,0,0,0,0,19,0,0
180180,0,0,0,0,11,30,21,38,0,0
180181,0,0,0,0,0,0,0,0,0,0
180182,7,0,0,0,0,0,0,0,0,0
180183,10,10,10,10,10,10,10,10,10,10
180184,40,40,40,40,40,40,40,40,40,40
180185,16,16,16,16,16,16,16,16,16,16
180186,0,0,0,0,0,0,0,0,0,0
180187,0,0,0,0,0,0,0,0,0,0
180188,0,0,15,0,0,19,16,0,14,0
180189,0,0,0,0,0,0,0,0,0,0
180190,39,0,0,0,0,0,0,0,0,0
180191,12,37,0,33,15,25,0,31,0,0
180192,0,0,0,0,0,0,0,0,0,0
180193,0,0,0,0,0,0,0,0,0,7
180194,0,0,0,12,8,0,0,0,0,0
180195,0,0,0,0,0,0,0,0,0,0
180196,0,0,0,0,0,0,0,0,14,0
180198,0,0,0,0,0,0,0,0,0,0
180199,0,0,0,0,0,17,21,0,13,0
180200,0,0,0,12,15,0,0,0,20,0
180201,0,0,12,0,0,0,18,0,0,29
180202,0,0,0,0,0,0,0,0,0,6
180203,0,0,0,0,0,12,0,0,9,19
180204,0,0,0,0,0,0,0,0,0,0
180206,18,9,38,22,9,9,9,9,9,9
180207,42,42,42,42,42,42,42,42,42,42
180208,0,0,0,0,0,0,0,0,0,0
180209,0,0,0,24,0,0,29,16,0,0
180210,13,13,13,13,13,13,13,13,13,13
180211,0,0,0,0,0,0,0,0,0,0
180212,10,0,0,0,0,0,0,18,5,15
180213,0,15,13,16,18,26,40,22,19,16
180214,24,0,7,0,0,19,14,0,28,0
180215,0,0,0,0,0,0,0,0,0,0
180216,12,12,12,12,12,12,12,12,12,12
180217,0,0,0,0,0,0,0,0,0,0
180218,0,24,0,0,32,0,0,0,0,0
180219,8,0,0,0,0,0,0,8,0,0
180220,0,0,0,0,0,0,0,0,0,0
180221,0,0,0,0,0,0,0,0,0,12
180222,24,12,23,0,37,4,15,0,0,18
180223,32,0,0,0,0,0,0,6,0,0
180224,33,20,17,26,10,15,0,11,11,0
180225,0,0,17,35,0,13,15,8,10,0
180226,0,0,0,0,0,10,0,0,14,0
180227,0,0,0,0,0,0,0,0,0,0
180228,0,0,0,0,0,0,0,0,0,0
180229,0,0,0,0,0,0,0,0,0,0
180230,19,0,0,0,0,0,0,0,0,11
180231,16,0,0,0,0,0,0,0,0,13
180232,24,24,24,24,24,24,24,24,24,24
180233,19,8,25,26,13,0,0,16,0,8
180234,24,0,8,29,18,0,17,20,5,11
180235,0,0,0,0,11,0,0,0,0,0
180236,17,12,32,28,26,5,47,0,0,8
180237,0,0,0,0,0,0,0,0,0,0
180238,0,0,0,0,0,0,0,0,0,0
180239,0,0,0,25,0,15,0,0,0,33
180240,16,16,10,28,23,14,19,9,0,16
180241,0,0,0,0,0,0,0,0,0,0
180243,4,0,0,0,0,0,0,0,0,0
180245,0,0,0,0,19,12,0,15,0,20
180246,31,31,31,31,31,31,31,31,31,31
180247,17,17,17,17,17,17,17,17,17,17
180248,23,16,19,22,26,7,16,15,21,10
180249,0,0,0,0,0,0,0,0,0,0
180250,30,30,30,30,30,30,30,30,30,30
180251,0,0,0,18,0,0,0,0,0,0
180252,10,19,10,10,10,10,10,10,10,10
180253,20,15,5,23,0,0,0,0,0,21
180254,15,15,15,15,15,15,15,15,15,15
180255,0,0,0,0,0,0,0,0,0,0
180256,19,25,18,9,0,8,0,20,23,15
180257,0,0,0,0,0,0,0,0,0,0
180258,0,0,0,0,0,0,0,0,0,0
180259,0,24,23,0,0,0,0,0,0,0
180260,0,0,0,0,0,0,0,0,0,0
180261,18,16,24,17,31,0,17,10,9,24
180262,21,17,20,0,0,0,0,0,21,0
180263,18,18,18,18,18,18,18,18,18,18
180264,17,43,0,0,0,0,13,24,20,0
180266,0,0,0,2,0,0,0,0,0,0
180267,10,0,0,0,18,21,11,0,0,0
180268,0,16,10,9,6,0,0,4,27,16
180269,0,0,0,0,19,0,8,0,26,0
180270,0,0,5,0,0,0,0,0,0,0
180271,0,0,0,0,0,0,0,0,0,0
180272,0,0,0,0,0,0,0,0,0,0
180273,0,18,0,26,0,0,0,0,0,2
180274,0,0,0,27,0,13,0,0,0,0
180275,23,8,10,29,7,0,16,22,28,7
180276,0,0,0,0,9,27,0,0,0,0
180277,0,0,10,0,0,0,0,20,0,0
180278,0,0,0,0,0,0,0,0,0,0
180279,0,0,8,0,0,0,0,0,0,9
180280,0,0,0,0,0,0,0,0,0,0
180281,6,6,6,6,6,6,6,6,6,6
180282,14,14,14,14,14,14,14,14,14,14
180283,34,0,27,42,0,0,33,0,19,0
180284,0,0,0,0,0,0,0,0,0,0
180285,23,23,23,23,23,23,23,23,23,23
180286,0,11,0,0,28,0,19,0,0,9
180287,0,0,0,0,0,0,0,0,0,0
180288,5,0,37,5,13,0,0,0,0,9
180289,16,0,46,14,17,4,0,0,0,24
180290,0,0,15,0,0,0,0,25,14,0
180291,0,0,0,0,0,0,0,0,0,0
180292,0,0,0,0,0,30,21,14,0,0
180294,0,0,0,0,0,0,0,0,9,3
180295,1,1,1,1,1,1,1,1,1,1
180296,20,20,20,20,20,20,20,20,20,20
180297,0,0,0,0,0,0,0,0,0,0
180298,0,0,0,0,0,0,0,7,0,0
180299,0,0,0,0,0,0,0,0,0,0
180300,10,10,10,10,10,10,10,10,10,10
180301,18,28,3,17,21,9,18,18,16,0
180302,0,0,0,0,0,0,0,0,0,0
180303,0,0,0,0,0,0,0,0,0,0
180304,0,0,13,26,40,15,38,0,16,19
180305,0,19,0,0,0,9,0,0,0,0
180306,0,0,31,14,26,0,0,4,15,10
180307,27,2,2,29,2,31,17,2,2,2
180308,0,0,0,0,0,0,0,0,13,18
180309,0,0,0,0,0,40,0,0,0,21
180310,0,0,0,0,0,0,0,0,0,0
180311,0,0,0,0,0,0,0,0,0,0
180312,24,0,0,0,0,0,0,0,0,0
180313,0,0,0,0,0,0,15,9,18,0
180314,2,2,2,2,2,2,2,2,2,2
180315,0,37,0,0,15,0,0,0,27,0
180316,0,0,0,0,0,0,0,0,0,17
180317,0,0,0,0,0,0,0,0,0,0
180318,0,0,0,0,22,23,0,0,0,0
180319,0,0,0,0,0,0,0,0,0,0
180320,0,0,0,0,0,0,0,0,0,0
180321,19,19,19,19,19,19,19,19,19,19
180322,18,21,17,12,14,16,22,23,28,16
180323,0,17,11,23,8,8,4,6,30,6
180324,0,0,0,0,0,0,0,0,0,0
180325,39,0,17,16,0,0,0,0,0,7
180326,19,19,19,19,19,19,19,19,19,19
180327,0,0,0,0,0,0,0,0,0,0
180328,0,0,0,0,0,0,0,0,0,0
180329,1,1,1,1,1,1,1,1,1,1
180330,0,0,0,0,0,0,0,0,0,0
180331,9,0,21,0,28,33,0,35,0,0
180332,0,16,0,0,14,0,0,0,0,0
180333,0,0,0,0,0,0,0,0,0,0
180334,0,13,0,0,0,0,0,0,11,0
180335,0,19,0,0,35,0,0,0,0,20
180336,15,0,25,0,24,37,0,11,22,0
180337,0,39,0,0,0,0,0,0,0,17
180338,0,0,0,0,0,0,0,0,0,0
180339,13,17,0,0,0,16,14,22,21,0
180340,0,0,0,0,0,0,0,0,0,0
180341,11,11,11,11,11,11,11,11,11,11
180342,0,0,0,0,0,0,0,0,0,4
180343,4,0,0,0,0,0,0,15,0,0
180344,0,0,0,11,0,0,0,0,0,0
180345,0,0,0,0,0,0,17,0,0,0
180346,0,0,4,0,14,11,0,15,0,0
180347,53,0,15,23,12,14,14,7,33,26
180348,18,18,18,18,18,18,18,18,18,18
180349,0,0,0,0,9,0,40,0,0,18
180350,0,0,20,17,10,0,0,0,0,0
180351,24,0,0,14,2,3,4,0,14,10
180352,0,0,0,0,0,0,0,0,0,0
180353,0,0,0,0,0,0,0,0,0,0
180354,31,0,11,0,11,9,9,0,0,34
180355,0,0,0,0,9,10,28,0,0,26
180356,0,10,0,5,0,0,0,0,12,0
180357,0,0,0,0,0,0,0,0,0,0
180358,0,0,26,0,16,0,0,17,14,21
180359,0,0,0,0,0,0,0,0,0,0
180360,0,0,21,12,0,15,9,0,0,30
180361,0,0,0,0,0,0,0,0,0,0
180362,0,0,0,0,12,0,0,0,0,0
180363,0,21,0,13,0,44,0,0,27,0
180364,0,13,34,10,0,0,22,0,0,0
180365,11,11,11,11,11,11,11,11,11,11
180366,0,0,0,11,14,4,0,0,0,14
180367,22,0,12,0,21,15,12,20,17,0
180368,9,9,9,9,9,9,9,9,9,9
180369,0,0,0,0,0,0,0,0,0,0
180370,0,22,8,0,0,0,7,0,0,9
180371,11,14,13,0,9,3,15,28,6,7
180372,0,0,0,0,0,0,0,9,0,0
180373,0,0,0,0,0,0,0,0,0,0
180374,0,0,0,0,0,0,0,0,8,0
180375,10,22,11,12,16,9,17,12,5,7
180376,26,29,0,0,18,35,0,0,11,0
180377,21,0,7,15,6,17,0,0,0,5
180379,9,9,9,9,9,9,9,9,9,9
180381,14,3,19,25,0,11,8,20,0,0
180382,0,0,0,15,0,47,0,0,0,0
180383,22,9,0,9,0,26,22,17,0,2
180384,0,7,0,14,12,0,20,0,10,14
180385,0,0,0,0,0,0,0,0,0,0
180386,28,0,0,0,31,18,14,0,0,15
180387,0,7,41,0,14,20,0,0,20,11
180388,0,0,0,0,0,0,0,0,0,0
180389,12,31,0,8,13,23,0,26,12,19
180390,0,27,0,0,0,0,0,0,16,0
180391,0,14,0,26,19,20,0,0,0,0
180392,0,0,0,0,0,0,0,0,0,0
180393,5,5,5,5,5,5,5,5,5,5
180394,12,12,31,21,19,19,17,15,13,5
180395,0,0,0,0,0,0,0,0,0,0
180396,0,0,0,0,0,0,0,0,0,0
180397,11,30,20,10,16,0,0,5,17,17
180398,0,0,0,0,0,0,38,0,0,0
180399,2,2,2,2,2,2,2,2,2,2
180400,29,29,29,29,29,29,29,29,29,29
180401,0,0,0,0,0,0,0,0,0,0
180402,0,0,0,0,0,0,0,0,0,0
180403,0,0,5,5,0,0,23,0,0,19
180404,0,0,0,0,0,0,0,0,0,0
180405,0,0,0,0,0,0,0,0,25,0
180406,19,9,0,29,14,0,0,0,0,0
180407,14,8,16,16,12,22,34,9,14,28
180408,0,13,0,0,10,3,8,0,3,0
180409,0,0,0,0,0,0,22,0,0,16
180410,0,0,0,0,0,0,0,0,0,0
180411,0,0,0,0,0,0,0,0,0,0
180412,15,12,0,0,0,0,0,0,0,0
180413,0,0,0,0,0,0,9,0,0,0
180414,0,0,21,12,34,0,16,0,21,13
180415,0,20,39,19,0,0,0,0,17,0
180416,20,20,20,20,20,20,20,20,20,20
180417,0,0,0,0,13,0,0,0,0,0
180418,0,8,21,11,0,0,15,18,13,0
180419,15,7,0,0,16,10,0,20,0,0
180420,0,0,0,0,0,0,0,0,9,0
180421,0,0,0,0,0,0,0,0,0,0
180422,13,13,13,13,13,13,13,13,13,13
180423,0,0,0,0,0,0,0,0,0,0
180424,0,0,0,0,0,0,14,23,18,18
180425,0,0,0,0,0,9,0,26,0,0
180426,10,0,0,0,0,0,0,0,0,0
180427,0,0,0,0,0,0,0,0,0,0
180428,0,25,0,0,0,0,0,0,0,0
180429,32,0,0,14,0,25,20,20,0,0
180430,22,22,22,22,22,22,22,22,22,22
180431,0,15,0,0,12,0,0,0,0,0
180432,18,17,0,0,26,0,0,0,0,0
180433,0,0,0,0,0,0,0,0,0,0
180434,10,10,10,10,10,10,10,10,10,10
180435,0,0,0,24,0,0,15,0,17,0
180436,0,0,0,0,0,0,0,0,0,0
180437,12,0,0,0,0,0,0,0,0,0
180438,30,27,0,0,0,0,0,0,28,0
180439,11,0,0,16,9,0,13,23,0,0
180440,16,22,0,0,0,7,8,0,0,0
180441,0,0,0,0,0,0,0,17,0,0
180442,0,0,0,0,0,0,0,0,0,0
180443,0,13,2,29,0,27,0,0,8,0
180444,0,0,0,0,0,0,0,14,0,0
180445,0,0,0,0,0,0,0,0,0,0
180446,27,27,27,27,27,29,27,27,27,27
180447,9,37,23,57,22,13,19,31,5,15
180448,13,8,0,14,0,0,16,0,13,0
180449,0,0,0,0,27,0,0,0,0,0
180450,24,0,35,0,0,0,0,0,0,0
180451,0,0,0,0,0,0,0,0,0,0
180452,0,0,0,0,0,0,0,0,0,0
180453,18,0,0,34,0,12,15,23,0,15
180454,27,19,5,0,0,19,19,15,34,10
180455,12,16,27,11,13,24,34,22,20,33
180456,21,9,10,22,22,17,10,15,13,34
180457,24,0,0,0,0,0,0,0,0,0
180458,9,9,9,9,9,9,9,9,20,9
180459,0,15,11,0,30,10,24,0,24,16
180460,0,0,0,0,0,0,0,0,0,0
180461,7,7,7,15,7,7,17,7,7,7
180462,43,12,13,14,14,12,19,27,19,13
180463,0,17,0,23,21,0,25,0,17,0
180464,0,0,0,0,0,0,0,13,0,0
180465,0,0,0,16,15,0,0,24,0,0
180466,0,0,0,0,0,0,0,0,0,0
180467,4,0,27,0,0,11,10,11,0,21
180468,0,0,8,4,8,0,0,8,0,13
180469,0,13,0,16,0,8,0,15,11,0
180470,19,10,18,0,8,0,20,9,25,14
180471,0,0,14,0,0,0,0,0,0,30
180472,0,0,0,0,0,0,0,0,0,0
180473,16,0,0,0,0,23,4,15,35,0
180474,0,0,0,13,0,0,0,0,0,0
180475,0,0,0,0,0,0,0,0,0,0
180476,12,17,0,0,0,0,9,9,18,0
180477,19,19,19,19,19,19,19,19,19,19
180478,0,0,0,0,0,0,0,0,0,0
180479,0,15,0,0,0,0,0,0,0,0
180480,0,0,11,0,0,24,2,0,0,0
180481,13,0,12,0,0,0,0,6,18,22
180482,0,0,0,0,17,25,0,2,0,0
180483,0,0,3,0,8,12,0,0,0,0
180484,0,11,11,0,0,13,7,0,0,0
180485,0,0,0,0,20,16,0,0,0,0
180486,29,0,20,0,34,20,0,0,0,7
180487,0,0,19,0,0,0,0,0,0,16
180488,0,0,0,0,0,0,0,0,0,0
180489,0,0,0,0,0,0,0,0,0,0
180490,0,0,12,17,11,31,0,0,0,0
180491,15,5,0,0,0,0,0,0,0,0
180492,0,0,0,0,0,0,5,0,0,0
180493,9,9,9,9,9,9,9,9,9,9
180494,0,17,21,29,17,26,10,16,23,0
180495,0,0,0,0,0,0,0,0,0,0
180496,0,0,0,0,0,0,0,0,0,0
180497,10,13,0,0,27,0,0,0,0,0
180498,0,0,0,4,0,0,0,0,0,0
180499,9,9,9,9,9,9,9,9,9,9
180500,1,1,1,12,25,1,8,4,3,1
180501,15,0,24,9,18,15,19,0,20,16
180502,5,5,5,5,5,5,5,5,5,5
180503,0,0,5,0,0,0,8,0,9,0
180504,0,0,0,0,11,0,0,0,0,0
180505,0,0,7,0,0,0,0,16,0,0
180506,0,0,9,0,0,12,0,0,0,0
180507,0,0,0,0,0,0,0,0,0,3
180508,0,0,0,0,0,0,0,0,0,0
180509,0,0,0,0,0,0,0,0,0,0
180510,0,0,0,0,0,0,0,0,0,0
180511,22,22,22,22,22,22,22,22,22,22
180512,13,27,15,22,17,13,5,15,11,46
180513,17,17,17,17,17,17,17,17,17,17
180515,0,0,18,0,0,0,0,0,0,0
180516,0,0,0,0,0,0,0,0,0,0
180517,22,0,17,18,0,20,11,0,18,10
180518,0,0,0,0,0,0,0,0,0,0
180519,0,0,0,0,0,0,0,0,0,22
180520,18,0,0,23,11,0,17,0,0,14
180521,0,0,22,0,0,0,16,0,0,0
180522,0,0,0,0,0,20,0,21,0,0
180523,26,29,18,5,19,12,19,15,13,7
180524,0,0,30,26,12,29,12,14,2,19
180525,0,0,0,0,0,0,0,0,0,10
180526,7,0,0,0,20,0,23,15,17,10
180527,0,0,0,0,0,0,0,0,0,0
180528,0,0,0,0,0,0,0,0,0,0
180529,0,0,0,0,0,0,0,0,0,0
180530,0,0,0,0,0,0,0,0,0,0
180531,19,20,5,0,0,13,0,0,0,0
180532,0,0,0,0,0,0,0,0,0,0
180533,21,10,18,33,0,7,14,15,16,14
180534,10,0,0,0,0,19,16,0,0,0
180535,0,0,12,9,13,21,0,17,13,3
180536,0,0,0,0,11,0,2,0,9,0
180537,0,0,0,27,0,8,14,0,0,0
180538,0,0,0,0,0,0,0,0,0,0
180539,25,0,18,4,17,25,0,21,26,14
180540,15,15,15,15,15,15,15,15,15,15
180541,0,0,0,0,0,0,0,0,0,0
180542,14,17,10,25,16,0,0,10,0,9
180543,16,17,25,24,4,17,20,10,9,5
180544,24,24,24,24,24,24,24,24,24,24
180545,26,26,26,26,26,26,26,26,26,26
180546,0,0,0,0,0,0,0,0,0,0
180547,2,2,2,18,2,2,2,2,2,2
180548,0,0,0,0,0,0,0,0,0,30
180549,0,0,0,0,0,0,0,0,0,0
180550,0,38,0,14,0,0,0,36,22,24
180551,0,25,7,16,18,32,11,41,14,0
180552,4,27,12,7,8,12,30,6,23,21
180553,0,0,1,7,0,0,0,16,17,0
180554,12,0,16,31,0,13,17,0,0,0
180555,0,0,0,0,0,0,0,0,0,0
180556,0,0,0,0,0,0,0,0,0,0
180557,0,13,0,0,0,0,0,0,0,0
180558,6,17,0,35,13,38,0,20,28,0
180559,4,22,32,14,0,0,0,0,13,0
180560,14,0,22,4,13,25,0,27,17,9
180561,21,0,0,0,0,0,30,10,0,0
180562,0,0,0,0,0,0,0,0,0,0
180563,0,0,0,0,0,0,0,7,0,0
180564,8,21,0,0,0,0,12,0,0,0
180565,15,15,0,0,14,18,0,0,19,0
180566,0,0,0,0,0,0,0,0,0,0
180568,11,15,11,17,11,11,11,25,11,11
180569,14,14,14,14,14,14,14,14,14,14
180570,0,0,0,0,0,0,0,25,0,24
180571,0,10,3,18,14,2,9,0,0,0
180572,0,0,0,0,0,0,0,0,0,0
180573,0,0,0,0,0,0,0,22,19,0
180574,11,11,11,11,11,11,11,11,11,11
180575,0,17,20,15,0,0,0,0,0,0
180576,0,0,0,0,20,0,15,0,0,0
180577,0,0,0,0,0,0,0,0,0,10
180578,6,20,18,16,14,19,8,11,37,20
180579,18,18,18,18,18,18,18,18,18,18
180580,0,0,17,4,0,0,0,0,0,6
180581,3,3,3,3,3,3,3,3,3,3
180582,0,0,19,0,28,0,0,12,5,36
180583,0,16,0,0,0,0,0,0,0,0
180584,0,0,0,0,0,0,0,0,0,0
180585,12,0,11,11,0,0,34,18,7,11
180586,0,0,0,0,0,0,0,0,0,0
180588,21,21,21,21,21,21,21,21,21,21
180589,11,13,5,15,11,18,18,27,8,10
180590,0,0,0,18,4,12,0,10,0,0
180591,6,0,15,0,13,24,0,0,9,12
180592,15,0,1,0,0,0,0,0,0,0
180593,0,0,0,0,0,0,0,0,0,0
180594,15,0,16,0,0,0,0,11,0,0
180595,0,13,0,0,0,0,0,7,0,0
180596,0,0,0,30,14,14,15,38,0,0
180597,0,12,0,0,12,13,9,0,13,10
180598,0,0,0,0,0,0,0,0,0,0
180599,0,0,0,0,0,0,0,0,0,0
180600,21,21,21,21,21,21,21,21,21,21
180601,0,0,0,0,0,0,0,0,0,0
180603,13,14,15,0,0,14,0,20,13,13
180604,0,0,0,0,0,0,0,0,0,0
180605,0,0,0,0,0,0,0,0,0,0
180606,23,23,23,23,23,23,23,23,23,23
