ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
260760,0,0,0,0,0,0,0,0,0,0
260761,0,0,0,0,0,0,0,0,0,0
260762,0,0,0,0,0,0,0,0,0,0
260763,0,0,0,0,0,0,0,0,0,0
260764,0,0,0,0,0,0,0,0,0,0
260765,0,0,0,0,0,0,0,0,0,0
260766,0,0,0,0,0,0,0,0,0,0
260767,0,0,0,0,0,0,0,0,0,0
260768,0,0,0,0,0,0,0,0,0,0
260769,0,0,0,0,0,0,0,0,0,0
260770,12,17,7,10,40,10,12,6,18,6
260771,0,0,0,0,0,0,0,0,0,0
260772,0,0,0,0,0,0,0,0,0,0
260773,21,15,0,0,9,33,18,0,9,17
260774,18,18,18,18,18,18,18,18,18,18
260775,0,0,0,0,0,0,0,0,0,0
260776,0,0,0,0,0,0,0,0,0,0
260777,21,6,37,0,7,21,12,9,8,0
260778,0,0,0,0,0,0,0,0,0,0
260779,0,0,0,0,0,0,0,0,0,0
260780,0,0,0,0,0,18,0,0,18,26
260781,0,0,0,0,0,0,0,0,0,0
260782,0,21,17,13,8,0,0,30,11,0
260783,0,0,0,0,0,0,0,0,0,0
260784,3,3,3,3,3,3,3,3,3,3
260785,29,25,40,10,5,35,25,21,5,15
260786,17,17,17,17,28,17,17,17,17,17
260787,0,0,0,0,0,0,0,0,0,0
260788,7,7,7,7,7,7,7,7,7,7
260789,8,8,8,8,8,8,8,8,8,8
260791,0,0,0,0,0,0,0,0,0,0
260792,15,15,15,15,15,15,15,15,15,15
260793,0,0,0,0,0,0,0,0,0,0
260794,0,0,0,0,0,15,0,0,0,0
260795,0,0,0,0,0,0,0,22,0,0
260796,8,9,8,8,8,8,8,8,8,8
260798,0,0,13,11,0,0,0,0,0,0
260799,0,0,0,0,0,0,0,0,0,0
260800,0,0,0,0,0,0,0,0,0,0
260801,13,13,13,13,13,13,13,13,13,13
260802,5,5,5,5,5,5,5,5,5,5
260803,15,14,0,0,11,0,0,13,0,0
260804,40,0,0,17,0,0,12,0,0,0
260805,0,0,0,0,0,0,0,0,0,0
260806,4,4,4,4,4,4,4,4,4,4
260807,7,0,0,13,12,0,46,0,0,32
260808,0,0,0,0,0,0,0,0,0,0
260809,11,6,4,21,11,28,16,15,20,9
260810,24,24,24,24,24,24,24,24,24,24
260811,0,0,0,20,0,0,0,0,0,0
260812,19,0,0,0,0,0,0,0,0,0
260813,7,7,7,7,7,7,7,7,7,7
260814,25,25,25,25,25,25,25,25,25,25
260815,22,22,22,22,22,22,22,22,22,22
260816,0,0,0,0,0,0,0,0,0,0
260817,0,0,0,0,0,0,0,0,0,0
260818,0,0,0,0,0,0,0,0,0,0
260819,0,0,0,0,0,0,0,0,0,0
260820,0,0,0,0,0,0,0,0,0,0
260821,0,0,17,0,0,0,0,0,0,0
260822,0,0,0,0,0,0,0,0,0,0
260823,0,0,0,0,0,16,0,0,0,0
260824,18,0,0,0,0,0,0,0,0,0
260825,0,0,0,0,0,0,0,0,0,0
260826,19,19,19,19,19,19,19,19,19,19
260827,25,0,0,0,0,7,0,0,12,0
260828,19,0,12,8,16,21,11,20,12,0
260829,0,0,0,0,0,0,0,0,0,0
260830,0,0,0,0,0,0,0,0,0,0
260831,15,20,17,7,30,13,0,25,16,11
260832,0,0,14,0,14,0,0,0,0,0
260833,0,0,0,0,0,0,0,0,0,0
260834,0,0,0,0,0,0,0,0,0,0
260835,0,0,0,0,0,0,0,0,0,0
260836,19,19,19,19,19,19,19,19,19,19
260837,0,0,0,0,0,0,0,0,0,0
260838,25,19,26,11,7,0,29,16,13,17
260839,0,0,0,0,0,0,0,0,0,0
260840,0,0,0,0,0,0,0,0,0,0
260841,0,34,0,0,0,0,0,9,0,0
260842,0,0,0,0,0,0,0,0,0,0
260843,0,0,0,0,0,0,0,0,0,0
260844,13,13,13,13,13,13,13,13,13,13
260845,22,22,22,22,22,22,23,22,22,22
260846,17,17,17,17,17,17,17,17,17,17
260847,0,17,0,0,0,0,0,0,0,10
260848,0,0,0,0,0,0,0,0,0,0
260849,0,0,0,0,0,0,0,0,0,0
260850,17,0,11,0,18,0,15,0,21,0
260851,0,0,0,0,0,0,0,21,0,0
260852,27,27,27,27,27,27,27,27,27,27
260853,0,0,0,0,0,0,0,0,0,0
260854,0,0,0,0,0,0,0,0,0,0
260855,0,0,0,0,0,0,0,0,0,0
260856,4,4,4,4,4,4,4,4,4,4
260857,7,7,7,7,7,7,7,7,7,7
260858,0,0,0,0,0,0,0,0,0,0
260859,22,22,22,22,22,22,22,22,22,22
260860,0,0,0,0,5,0,0,0,0,0
260861,0,0,0,0,0,0,0,0,0,0
260862,0,0,0,0,0,0,0,0,0,0
260863,0,0,0,0,0,0,0,0,0,0
260864,0,0,0,0,0,0,8,0,0,0
260865,0,0,0,0,0,0,0,0,0,0
260866,21,21,20,10,24,8,11,32,0,23
260867,0,0,0,0,0,0,0,0,0,0
260868,0,0,0,0,0,0,0,0,0,0
260869,0,0,0,0,0,0,0,0,0,0
260870,3,3,3,3,3,3,3,3,3,3
260871,0,0,0,0,0,0,0,0,0,0
260872,0,0,0,0,0,0,0,0,0,0
260873,0,0,0,0,0,0,0,0,0,22
260874,0,0,0,0,0,0,0,0,0,0
260875,0,0,0,0,0,0,0,0,0,10
260876,0,0,0,0,14,0,0,0,0,0
260877,0,0,0,0,0,0,0,0,0,0
260878,0,0,0,0,0,0,0,0,0,0
260879,0,0,0,0,0,0,0,0,29,0
260880,0,0,0,0,0,0,0,0,0,0
260881,0,0,0,0,0,0,0,0,0,0
260882,0,0,0,0,0,0,0,0,0,0
260884,0,17,18,13,9,17,0,39,24,18
260885,0,0,0,25,0,0,0,0,0,0
260886,0,0,8,0,0,0,0,0,0,0
260887,0,0,0,0,0,0,0,0,0,0
260888,0,0,0,0,0,0,0,0,0,0
260889,0,0,0,0,0,0,0,0,0,0
260890,0,0,0,0,0,0,0,0,0,0
260891,0,0,0,0,0,0,0,0,0,0
260892,9,0,0,0,0,0,0,0,0,0
260893,10,16,24,18,16,16,33,35,18,8
260894,0,0,0,0,0,0,0,0,0,0
260895,25,25,25,25,25,25,25,25,25,25
260896,0,0,0,0,0,0,0,0,0,0
260897,0,0,0,0,0,0,0,0,0,0
260898,10,10,10,13,10,10,10,10,10,35
260899,27,42,9,0,11,46,11,12,16,18
260900,32,0,0,0,0,0,0,0,0,0
260901,0,0,0,0,0,0,0,0,6,0
260902,17,12,30,19,0,0,18,0,17,15
260903,0,0,0,0,0,0,0,0,0,0
260904,0,0,11,7,4,0,11,5,5,0
260905,0,0,0,0,0,0,0,0,0,0
260906,0,0,0,0,0,0,12,0,0,0
260907,0,0,0,0,0,0,0,11,0,0
260908,0,0,0,0,0,0,0,0,0,0
260909,21,21,21,21,21,21,21,21,21,21
260910,27,27,27,27,27,27,27,27,27,27
260911,0,0,0,0,15,0,0,0,0,0
260912,15,0,26,0,0,7,23,0,0,0
260913,37,37,37,37,37,37,37,37,37,37
260914,33,0,37,0,0,0,0,0,17,0
260915,12,7,0,13,16,20,8,22,16,15
260916,0,0,0,0,0,0,0,0,0,0
260917,32,8,0,25,14,11,0,16,7,8
260918,0,0,0,0,0,0,0,0,0,0
260919,0,8,20,0,0,0,0,13,0,0
260920,0,0,0,0,0,0,0,0,0,0
260921,0,0,0,0,0,0,0,0,0,0
260922,23,19,17,14,15,32,9,5,6,27
260923,0,0,0,0,0,0,0,0,0,0
260924,0,0,0,0,0,0,0,0,0,0
260925,0,0,0,0,0,0,0,0,0,0
260926,25,15,25,9,20,29,16,0,11,28
260927,0,0,0,0,0,0,0,0,0,0
260928,0,0,0,0,0,0,0,0,0,0
260929,0,0,0,0,0,0,0,0,0,0
260930,0,0,0,0,0,0,0,0,0,0
260931,13,13,13,13,13,13,13,13,13,13
260932,0,0,0,0,0,0,0,0,0,0
260933,14,14,14,14,14,14,14,14,14,14
260934,0,0,0,0,0,0,0,0,0,0
260935,0,0,0,0,0,0,0,0,0,0
260936,0,0,0,0,0,0,0,0,0,0
260937,0,0,0,0,0,0,0,0,0,0
260938,0,0,0,0,0,0,0,0,0,0
260939,0,18,0,0,0,23,0,0,0,0
260940,0,21,0,0,0,9,0,18,0,0
260941,0,0,0,0,0,0,0,0,0,0
260942,15,15,15,23,15,15,15,15,23,15
260943,0,0,0,0,0,0,0,0,0,0
260944,0,0,0,0,0,0,0,0,0,0
260945,0,0,0,0,0,0,0,0,0,0
260946,0,23,0,0,0,0,0,0,0,0
260947,0,0,0,0,0,0,0,0,0,0
260948,0,0,0,0,0,0,0,0,0,0
260949,0,0,0,0,0,0,0,0,0,0
260950,24,0,22,21,0,20,10,27,10,31
260951,0,0,0,0,0,0,0,0,0,0
260952,0,0,0,0,0,0,0,0,0,0
260953,0,0,0,0,0,0,0,0,0,0
260954,0,0,0,0,0,0,0,0,0,0
260955,0,0,0,0,24,0,0,0,0,0
260956,0,0,0,0,0,0,0,0,0,0
260957,0,0,0,0,0,0,0,0,0,0
260958,0,0,0,0,0,0,0,0,0,0
260959,0,0,0,0,0,0,0,0,0,24
260960,9,0,0,10,0,0,16,18,16,0
260961,0,0,0,0,0,0,0,0,0,0
260962,29,29,29,29,29,29,29,29,29,29
260963,0,0,0,0,0,0,0,10,0,0
260964,0,0,13,0,14,0,0,11,20,5
260965,0,0,0,0,0,0,0,0,0,0
260966,0,40,0,26,0,0,0,0,0,0
260967,0,0,0,0,0,0,0,0,0,0
260968,7,0,5,0,0,0,0,32,14,22
260969,0,0,0,0,0,0,0,0,0,0
260970,0,0,0,0,0,0,0,0,0,0
260971,0,0,0,0,0,0,0,0,0,0
260972,0,0,0,0,0,0,0,0,0,0
260973,15,15,15,15,15,15,15,15,15,15
260974,26,30,17,28,13,10,15,11,30,16
260975,0,0,0,0,0,0,0,0,0,0
260976,0,0,0,0,12,0,0,0,0,0
260977,27,23,23,23,23,23,23,23,23,23
260978,15,0,0,10,0,16,0,0,0,0
260979,1,1,1,1,1,1,1,1,1,1
260980,0,0,0,0,0,0,0,0,0,0
260981,0,0,0,0,23,0,33,21,0,0
260982,0,0,0,14,0,0,0,0,0,0
260983,0,0,0,0,0,0,0,0,0,0
260984,0,0,0,19,0,0,0,27,0,0
260985,0,0,0,46,5,0,19,0,20,0
260986,12,12,12,12,12,12,12,12,12,12
260987,0,0,0,0,0,0,0,0,0,0
260988,25,25,25,25,25,25,25,25,25,25
260989,0,0,0,8,0,0,0,0,0,0
260990,0,17,0,0,0,0,0,0,5,0
260991,0,11,0,15,13,0,4,22,20,24
260992,0,0,0,0,0,0,0,0,0,0
260993,0,17,4,0,0,0,0,0,0,0
260994,0,0,0,0,0,0,0,0,0,0
260995,0,0,0,0,0,0,0,0,0,0
260996,0,0,0,0,0,0,0,0,0,0
260997,0,0,0,0,0,0,0,0,0,8
260998,10,15,3,18,11,23,31,10,17,16
260999,0,0,0,0,0,0,0,0,0,0
261000,14,14,14,14,14,14,14,14,14,14
261001,0,0,0,0,0,0,0,0,0,0
261002,0,0,0,0,0,0,0,0,0,0
261003,3,17,18,25,16,9,13,12,2,7
261004,0,0,0,0,0,0,0,0,0,0
261005,9,9,9,9,9,9,9,9,9,9
261006,13,21,29,35,17,23,43,15,8,19
261007,0,0,0,0,0,0,0,0,0,0
261008,8,26,14,20,0,17,33,20,26,13
261009,0,0,0,0,0,0,0,0,0,0
261010,0,0,0,0,0,0,0,0,0,0
261011,0,0,0,0,0,0,0,0,0,0
261012,15,15,15,15,15,15,15,15,15,15
261013,0,0,0,0,0,0,0,0,0,0
261014,0,0,0,0,0,0,0,11,0,0
261015,0,0,8,0,3,0,14,0,0,0
261016,12,12,12,12,12,12,12,12,12,12
261017,0,0,0,0,0,0,0,0,0,0
261018,12,13,0,11,14,25,29,23,8,29
261019,10,24,0,0,11,0,28,0,0,0
261020,15,15,15,15,15,15,15,15,15,15
261021,0,0,0,0,0,0,0,0,0,0
261022,0,0,0,0,0,0,0,0,0,0
261023,0,0,0,0,0,0,0,0,0,0
261024,24,24,18,26,0,24,0,16,19,16
261025,0,0,0,0,0,0,0,0,0,0
261026,20,20,20,20,20,20,20,20,20,20
261027,14,14,14,14,14,14,14,14,14,14
261028,0,0,0,0,0,0,0,0,0,0
261029,0,0,0,0,0,0,0,0,0,15
261030,0,0,0,0,0,0,0,0,0,0
261031,0,0,0,0,0,0,0,0,0,0
261032,0,0,0,0,0,0,0,0,0,0
261033,0,10,0,0,0,0,0,0,0,0
261034,0,0,0,0,0,0,0,0,0,0
261035,0,0,0,0,0,0,0,0,0,0
261036,0,0,21,0,0,19,0,11,22,0
261037,13,0,13,0,0,0,0,19,0,0
261038,0,0,0,0,0,0,0,0,0,0
261039,22,22,22,22,22,22,22,22,22,22
261040,0,0,0,0,0,0,0,0,0,0
261041,0,19,0,0,21,0,0,0,0,0
261042,0,0,0,0,11,0,0,0,0,0
261043,23,8,15,14,8,8,12,17,9,9
261044,0,0,0,0,0,0,0,0,0,0
261045,0,0,0,0,0,0,0,0,0,0
261046,16,0,0,0,0,0,0,0,0,0
261047,0,0,0,0,0,0,0,0,0,0
261048,0,0,0,0,0,0,0,0,0,0
261049,0,0,0,0,0,0,0,0,0,0
261050,0,0,0,12,0,0,12,0,9,0
261051,0,12,0,0,0,0,0,0,0,0
261052,0,0,0,0,0,0,0,0,0,0
261053,2,0,0,0,0,0,0,6,0,0
261054,0,0,0,0,0,0,19,0,0,6
261055,0,0,0,0,0,3,0,0,11,0
261056,0,0,0,0,0,0,0,0,0,0
261057,24,24,24,24,24,24,24,24,24,24
261058,0,0,0,0,0,0,0,0,0,0
261059,0,0,0,0,0,0,0,0,0,0
261060,0,0,0,0,0,0,0,0,0,0
261061,0,0,0,0,0,0,0,0,0,0
261062,0,0,0,0,0,0,0,0,0,0
261063,19,18,0,6,0,0,0,28,0,0
261064,0,0,0,0,0,0,0,0,0,0
261065,29,29,29,29,29,29,29,29,29,29
261066,10,10,10,10,10,10,10,10,11,10
261067,0,0,12,0,19,0,18,0,0,32
261068,0,0,0,0,0,0,6,0,0,0
261069,0,0,0,0,0,0,0,0,0,0
261070,0,0,0,0,0,0,0,0,0,0
261071,0,0,0,0,0,0,0,0,0,0
261072,0,32,0,28,0,0,0,0,32,0
261073,0,0,0,0,0,0,0,0,0,0
261074,0,0,0,0,0,0,0,0,0,0
261075,0,0,0,0,0,0,0,0,0,0
261076,23,23,23,23,23,23,23,23,23,23
261077,0,0,0,0,0,0,0,0,0,0
261078,14,14,14,14,14,14,14,14,14,14
261079,7,7,7,7,7,7,7,7,7,7
261080,0,0,0,21,0,0,0,0,0,0
261081,0,0,0,0,0,0,6,0,0,0
261082,0,11,0,0,0,0,0,0,0,0
261083,0,0,0,0,0,0,0,0,9,14
270001,0,0,0,0,0,0,0,0,0,0
270002,0,0,0,0,0,0,0,0,0,0
270003,0,0,0,0,0,0,0,0,0,0
270004,18,18,18,18,18,18,18,18,18,18
270005,0,0,0,0,0,0,0,0,0,0
270006,31,12,12,41,2,20,2,8,2,21
270007,0,0,0,0,0,0,0,0,0,0
270008,0,0,0,0,0,0,0,0,0,0
270009,0,0,0,0,0,0,0,0,0,0
270010,12,10,11,24,16,0,2,0,9,5
270011,0,0,0,0,0,0,11,0,10,0
270012,0,0,0,0,0,0,0,0,0,0
270013,8,7,3,26,12,10,3,17,8,21
270014,0,0,0,0,0,0,0,0,2,0
270015,0,0,0,0,0,0,0,0,0,0
270016,26,26,26,26,26,26,26,26,26,26
270017,3,3,3,13,3,3,3,3,3,3
270018,0,0,0,0,0,0,0,0,0,0
270019,0,0,0,0,0,20,0,0,0,0
270020,8,8,8,8,8,8,8,8,8,8
270021,0,0,0,0,0,0,0,0,0,0
270022,0,0,0,0,0,0,0,0,0,0
270023,0,0,0,0,0,0,0,0,0,0
270024,0,0,0,0,0,0,0,0,0,3
270025,0,0,0,0,0,0,0,0,0,0
270026,0,0,0,0,0,0,0,0,0,0
270027,17,17,17,17,17,17,17,17,17,17
270028,18,18,18,18,18,18,18,18,18,18
270029,0,0,0,0,0,0,0,0,0,0
270030,0,0,0,0,0,0,0,0,0,0
270031,0,0,22,0,0,0,0,0,16,0
270032,0,0,0,0,0,0,0,0,0,0
270033,0,0,0,0,0,0,0,0,0,0
270034,0,0,0,0,0,0,0,0,0,0
270035,21,21,21,21,21,21,21,21,21,21
270036,0,0,0,0,0,0,0,0,0,0
270037,0,0,0,0,0,0,0,0,0,0
270038,0,0,0,0,0,0,0,0,0,0
270039,0,0,0,0,0,0,0,0,0,0
270040,0,0,0,0,0,0,0,0,0,0
270041,0,0,0,0,0,0,0,0,0,0
270042,12,12,16,32,28,9,11,10,6,23
270043,0,0,0,0,0,0,0,0,0,0
270044,0,0,0,0,0,0,0,0,0,0
270045,0,0,0,0,0,0,0,0,0,0
270046,0,0,0,0,0,0,0,0,0,0
270047,6,6,6,6,6,6,6,6,6,6
270049,0,0,0,0,0,0,0,0,0,0
270050,0,0,0,0,0,0,0,0,0,0
270052,38,27,21,5,18,10,40,27,28,25
270053,0,0,0,0,0,0,0,0,0,0
270054,0,0,0,0,0,0,0,0,0,0
270055,0,0,0,0,0,0,0,0,0,0
270056,0,0,0,0,0,0,0,0,0,0
270057,0,0,0,0,0,0,0,0,0,0
270058,21,21,21,21,21,21,21,21,21,21
270059,0,0,0,0,0,0,0,0,0,0
270060,0,0,0,0,0,0,0,0,0,0
270061,22,22,22,22,22,22,22,22,22,22
270062,0,0,0,0,0,0,0,0,0,0
270063,0,14,0,0,0,0,0,0,0,0
270064,0,0,0,0,0,0,0,0,0,0
270065,0,0,0,0,0,0,0,0,0,0
270066,0,11,0,0,15,20,10,0,0,0
270067,25,25,25,25,25,25,25,25,25,25
270068,0,0,0,0,0,0,0,0,0,0
270069,11,11,11,11,11,11,11,11,11,11
270070,0,0,0,0,0,0,0,0,0,0
270071,0,0,0,0,0,0,0,0,0,0
270072,0,0,0,0,0,0,0,0,0,0
270073,0,0,0,0,0,4,0,0,0,0
270074,0,0,0,0,0,0,0,0,0,0
270075,0,0,0,0,0,0,0,0,0,0
270076,0,0,0,0,0,0,0,0,0,0
270077,0,0,0,5,0,0,0,0,0,0
270078,8,0,0,0,0,0,0,0,0,0
270079,21,21,21,21,21,21,21,21,21,21
270081,0,0,0,0,0,0,0,0,0,0
270082,25,25,25,25,25,25,25,25,25,25
270083,19,19,19,19,19,19,19,19,19,19
270084,0,25,0,22,0,0,0,0,0,0
270086,0,0,0,0,0,0,0,0,0,0
270087,0,0,0,0,0,0,0,0,0,0
270088,0,0,0,0,0,0,0,0,0,0
270089,0,0,0,0,0,0,0,0,0,0
270090,23,23,23,23,23,23,23,23,23,23
270091,6,6,6,6,6,6,6,6,6,6
270092,2,23,6,19,17,10,15,13,10,27
270093,9,9,9,9,9,9,9,9,9,9
270094,0,0,0,0,0,12,0,14,0,0
270095,0,0,0,0,0,0,0,0,0,0
270096,0,0,0,0,0,0,0,0,0,0
270097,16,0,0,0,0,0,0,0,0,0
270098,0,0,0,0,0,0,0,0,0,0
270099,14,14,14,14,14,14,14,14,14,14
270100,0,0,0,0,0,0,0,0,0,0
270101,12,12,12,12,12,12,12,12,12,12
270102,1,1,1,1,1,1,1,1,1,1
270103,20,20,20,20,20,20,20,20,20,20
270104,0,0,8,0,24,16,7,0,16,0
270105,0,0,0,0,0,0,0,0,0,0
270106,24,24,24,24,24,24,24,24,24,24
270107,0,0,0,0,0,0,0,0,0,0
270108,14,14,14,14,14,14,14,14,14,14
270109,19,19,19,19,19,19,19,19,19,19
270110,1,1,1,1,1,1,1,1,1,1
270111,0,0,0,0,17,0,14,0,0,0
270112,27,27,27,27,27,27,27,27,27,27
270113,0,0,0,0,0,0,0,0,0,0
270114,22,22,22,22,22,22,22,22,22,22
270115,0,0,0,0,0,0,0,0,0,0
270116,0,0,0,0,0,0,0,0,0,0
270117,31,31,31,31,31,31,31,31,31,31
270118,0,0,0,0,0,0,0,0,0,0
270119,0,0,0,0,0,0,0,0,0,0
270120,24,24,24,24,24,24,24,24,24,24
270121,0,0,0,0,0,0,0,0,0,0
270122,24,24,24,24,24,24,24,24,24,24
270123,14,14,14,14,14,14,14,14,14,14
270124,0,0,0,0,0,0,0,0,0,0
270125,0,0,0,0,0,0,0,0,0,0
270126,0,0,0,0,0,0,0,0,0,0
270127,0,0,0,0,0,0,0,0,0,0
270128,0,0,0,0,0,0,0,0,0,0
270129,3,3,3,3,3,3,3,3,3,3
270131,0,0,0,0,0,0,0,0,0,0
270132,0,0,33,17,0,0,7,0,12,9
270133,0,0,0,0,0,0,0,0,0,0
270134,23,23,23,23,23,23,23,23,23,23
270135,12,12,12,12,12,12,12,12,12,12
270136,0,0,0,0,0,0,0,0,0,0
270137,0,0,0,0,0,0,0,0,0,0
270139,15,0,13,0,0,7,0,6,0,12
270140,0,0,0,0,0,0,0,0,0,0
270141,0,0,0,0,0,0,0,0,0,0
270142,0,0,0,0,0,0,8,0,0,0
270143,2,2,2,2,2,2,2,2,2,2
270144,0,0,0,0,0,0,0,0,0,0
270145,0,0,0,0,0,0,0,0,0,0
270146,20,20,20,20,20,20,20,20,20,20
270147,0,0,11,0,0,0,0,0,0,0
270148,0,0,0,0,0,0,0,0,0,0
270149,0,0,0,0,0,0,0,0,0,0
270150,19,19,19,19,19,19,19,19,19,19
270151,0,0,0,0,0,0,0,15,0,0
270152,24,0,0,0,0,0,10,0,0,0
270153,0,0,0,0,0,0,0,0,0,0
270154,0,0,0,0,0,0,0,0,0,0
270155,0,0,0,0,0,0,0,0,0,0
270156,8,0,0,0,0,23,0,0,0,0
270157,15,15,15,15,15,15,15,15,15,15
270158,0,0,0,0,0,0,0,14,0,0
270159,20,20,20,20,20,20,20,20,20,20
270160,0,0,0,0,0,0,0,0,0,0
270161,0,0,0,0,0,0,0,0,0,0
270162,0,0,10,0,0,0,0,0,0,0
270163,0,0,0,0,0,0,0,0,0,0
270164,0,0,0,0,0,0,0,0,0,0
270165,0,0,11,0,0,0,0,0,0,0
270166,0,0,0,0,0,0,0,0,0,0
270167,18,0,0,0,0,0,0,0,0,22
270168,21,21,21,21,21,21,21,21,21,21
270169,0,0,0,0,0,0,0,0,0,0
270170,0,0,0,0,0,0,0,0,0,0
270171,0,0,0,0,0,0,0,0,0,0
270172,0,0,0,0,0,0,0,0,0,0
270173,0,7,0,27,10,0,0,0,0,0
270174,8,13,15,24,14,16,10,12,7,10
270175,0,0,0,0,0,0,0,0,0,0
270176,0,0,0,0,0,0,0,0,0,0
270177,0,0,0,0,0,0,0,0,0,0
270178,25,16,12,24,4,13,6,0,12,0
270179,22,22,22,22,22,22,22,22,22,22
270180,12,12,12,12,12,12,12,12,12,12
270181,0,0,0,0,0,0,0,0,0,0
270182,0,0,0,0,0,0,0,0,0,0
270183,0,0,0,0,0,0,0,0,0,0
270184,17,17,17,17,17,17,17,17,17,17
270185,0,0,0,0,0,0,0,0,0,0
270186,3,3,3,3,3,3,3,3,3,3
270187,29,29,29,29,29,29,29,29,29,29
270189,0,0,0,0,0,0,0,0,0,0
270190,0,0,0,0,0,0,0,0,0,0
270191,24,24,24,24,24,24,24,24,24,24
270192,0,0,0,0,11,0,0,0,0,0
270193,0,0,0,0,0,0,0,0,0,0
270194,19,0,0,0,18,31,0,0,0,0
270195,0,15,0,0,0,0,0,0,0,20
270196,17,9,0,0,0,7,0,0,0,0
270197,24,24,24,24,24,24,24,24,24,24
270198,0,0,0,0,0,3,0,0,0,0
270199,19,19,19,19,19,19,19,19,19,19
270200,0,0,0,0,0,0,0,0,0,0
270201,0,0,0,0,0,0,0,0,0,0
270202,19,19,19,19,19,19,19,19,19,19
270203,25,25,25,25,25,25,25,25,25,25
270204,0,11,0,0,13,0,0,15,0,0
270205,0,13,0,0,0,0,0,0,15,12
270206,17,17,17,17,17,17,17,17,17,17
270207,9,0,10,0,0,0,0,0,0,0
270208,8,8,8,8,8,8,8,8,8,8
270209,17,17,17,17,17,17,17,17,17,17
270210,0,0,0,0,0,6,0,0,0,0
270211,0,0,0,0,0,0,0,0,0,0
270212,0,0,0,0,0,0,0,0,0,0
270213,0,0,0,0,0,0,0,0,0,0
270214,0,0,0,0,0,0,0,0,0,0
270215,1,1,1,1,1,1,1,1,1,1
270216,0,0,0,0,0,0,0,0,0,0
270217,0,0,0,0,0,0,0,0,0,0
270218,0,16,0,0,0,12,0,0,10,0
270219,0,0,0,0,0,0,0,0,0,0
270220,0,0,0,0,0,0,0,0,0,0
270221,23,23,23,23,23,23,23,23,23,23
270222,9,9,9,9,9,9,9,9,9,9
270224,0,0,0,0,0,0,0,0,0,0
270225,0,0,0,0,0,0,0,0,0,0
270226,15,32,0,0,17,0,0,0,2,0
270227,15,15,15,15,15,15,15,15,15,15
270228,0,0,0,0,0,0,0,0,0,0
270229,0,0,0,0,0,0,0,0,0,0
270230,0,0,0,0,0,0,0,0,0,0
270231,19,19,19,19,19,19,19,19,19,19
270232,0,0,0,0,0,0,0,0,0,0
270233,11,11,11,11,11,11,11,11,11,11
270234,0,0,0,0,0,0,0,0,0,0
270235,0,0,0,0,0,0,0,0,0,0
270236,0,0,0,0,0,0,0,0,0,0
270237,0,0,0,0,0,0,0,13,0,0
270238,0,0,0,0,0,0,0,0,0,0
270239,0,0,0,0,0,0,0,0,0,0
270240,10,10,10,10,10,10,10,10,10,10
270241,0,0,0,0,0,0,0,0,0,0
270243,3,3,3,3,3,3,3,3,3,3
270244,0,0,0,0,0,0,0,0,0,0
270245,0,0,0,0,24,0,20,0,0,0
270246,15,15,15,15,15,15,15,15,15,15
270247,25,25,25,25,25,25,25,25,25,25
270248,0,0,0,0,0,0,0,0,0,0
270249,0,0,0,0,0,0,0,18,0,0
270250,0,0,0,0,0,0,0,0,0,0
270251,0,0,0,0,0,0,0,0,0,0
270252,0,0,0,0,0,0,10,0,14,0
270253,0,0,0,0,0,0,0,0,0,0
270255,0,9,10,19,0,0,0,6,16,7
270256,0,0,0,0,0,0,0,0,0,0
270257,0,0,25,0,0,0,0,28,0,0
270259,0,0,0,0,0,0,0,0,0,0
270260,0,0,0,0,0,0,0,0,0,0
270261,0,0,0,0,0,0,0,0,0,0
270262,24,24,24,24,24,24,24,24,24,24
270263,13,13,13,13,13,13,13,13,13,13
270264,25,25,25,25,25,25,25,25,25,25
270266,11,11,11,11,11,11,11,11,11,11
270267,0,0,0,0,0,0,0,0,0,0
270268,14,14,14,14,14,14,14,14,14,14
270269,0,0,0,0,0,0,0,0,0,0
270270,17,17,17,17,17,17,17,17,17,17
270271,0,0,0,0,0,0,3,0,7,0
270272,0,0,0,0,0,0,0,0,0,0
270273,0,0,0,0,0,0,0,0,0,0
270274,0,0,37,0,0,0,0,0,14,0
270275,0,0,0,0,0,0,0,0,0,0
270276,50,50,50,50,50,50,50,50,50,50
270277,5,11,23,18,7,8,20,24,20,0
270278,13,13,13,13,13,13,13,13,13,13
270279,0,0,0,0,0,0,0,0,23,0
270280,0,11,0,0,0,0,0,0,0,0
270281,8,8,8,8,8,8,8,8,8,8
270282,0,0,0,0,0,0,0,0,0,0
270283,0,0,0,0,0,0,0,0,0,0
270284,11,11,11,11,11,11,11,11,11,11
270285,0,0,0,0,0,0,0,0,0,0
270286,18,12,17,9,17,0,16,18,21,9
270287,0,0,0,0,0,0,0,0,0,0
270288,0,0,0,0,0,3,0,0,0,0
270289,0,0,0,0,0,0,0,0,0,0
270291,0,0,0,0,0,0,0,0,0,0
270292,0,0,0,0,0,0,0,0,0,0
270293,0,0,0,18,0,0,0,0,0,0
270294,27,27,27,27,27,27,27,27,27,27
270295,0,0,0,0,0,0,0,0,0,0
270296,0,0,0,0,0,0,0,0,0,0
270297,0,0,0,0,0,0,0,0,0,0
270298,22,22,22,22,22,22,22,22,22,22
270299,29,29,29,29,29,29,29,29,29,29
